Title line:""
1
2
3
4
5
6
7
8
9
POP
          617_1 , 006006 006006 002002 003003 002004 004011 003003 003006 007012 
          618_1 , 006006 006006 002002 003003 002002 010011 001004 003006 007012 
          620_1 , 006007 006006 002002 003007 002005 004004 001003 002003 007017 
          621_1 , 004004 008008 002003 000000 002003 004010 003003 003005 007009 
          622_1 , 005007 006006 002002 003007 002005 007008 003003 006006 004009 
          623_1 , 005006 006007 002002 007007 002006 008011 003004 004006 007017 
          624_1 , 005006 003006 002002 003005 002006 007010 003003 003006 007017 
          625_1 , 005006 006007 002003 006007 005006 008013 003004 003006 003007 
          626_1 , 004007 006007 001002 006007 002003 007010 001003 003003 004009 
          628_1 , 006007 006007 002002 003003 000000 000000 000000 000000 000000 
          629_1 , 006006 005006 002002 003005 000000 000000 000000 000000 000000 
          630_1 , 000000 006008 002002 000000 002002 004004 001003 004006 007009 
          631_1 , 005005 006006 002002 003007 002002 004013 001003 006006 009017 
          632_1 , 000000 006006 002002 004005 002006 008008 003003 004006 007007 
          633_1 , 005006 006006 002002 003004 002002 009010 001001 003004 007007 
          634_1 , 006006 006006 002002 004007 002006 004007 001003 003006 007017 
          635_1 , 000000 000000 000000 003007 002006 004011 001001 003006 007017 
          636_1 , 005007 006006 002002 003008 002005 007010 001004 006006 007007 
           71_1 , 005006 005006 000000 002005 002002 009010 003003 006006 002009 
           72_1 , 002007 006006 002003 005005 005005 004008 003005 005005 011014 
           73_1 , 006006 005006 002002 000000 002002 010010 003003 006006 002011 
           74_1 , 003006 006007 001003 003005 002005 008008 001003 005006 002009 
           75_1 , 000000 006006 002002 000000 002004 004008 000000 006006 001001 
           76_1 , 005006 006006 002003 005006 003004 008009 002003 006006 005007 
           77_1 , 001006 004006 000000 006006 003003 004004 004004 001001 007009 
           78_1 , 005006 006006 002003 006006 003003 004007 003004 001005 009009 
           79_1 , 005005 007007 002003 005009 003003 009009 004004 005006 001003
